Time_abs/ps, Signal/nA, Ref.signal/nA
  2571.360,     0.492140,     0.989122
  2571.410,     0.320986,     0.715403
  2571.460,     0.105027,     0.575743
  2571.510,    -0.115443,     0.364185
  2571.560,    -0.361536,     0.198307
  2571.610,    -0.623391,    -0.126926
  2571.660,    -0.878897,    -0.364458
  2571.710,    -1.136633,    -0.537099
  2571.760,    -1.379748,    -0.867001
  2571.810,    -1.579992,    -1.022002
  2571.860,    -1.753839,    -1.347191
  2571.910,    -1.860865,    -1.433120
  2571.960,    -1.876473,    -1.528734
  2572.010,    -1.805076,    -1.645932
  2572.061,    -1.626547,    -1.651107
  2572.111,    -1.340041,    -1.292398
  2572.161,    -0.986255,    -0.963428
  2572.211,    -0.569402,    -0.569512
  2572.261,    -0.114275,    -0.181343
  2572.311,     0.308213,     0.192944
  2572.361,     0.718322,     0.673894
  2572.411,     1.025245,     0.920900
  2572.461,     1.266433,     1.236701
  2572.511,     1.406141,     1.419597
  2572.561,     1.474754,     1.625349
  2572.611,     1.499194,     1.656451
  2572.661,     1.480898,     1.731953
  2572.711,     1.459008,     1.694004
  2572.761,     1.412732,     1.769508
  2572.811,     1.394224,     1.696694
  2572.861,     1.352197,     1.831457
  2572.911,     1.316073,     1.747733
  2572.961,     1.279298,     1.609589
  2573.011,     1.231780,     1.615289
  2573.061,     1.188411,     1.481965
  2573.111,     1.135721,     1.362749
  2573.161,     1.072374,     1.432468
  2573.211,     1.018362,     1.262594
  2573.261,     0.956061,     1.181692
  2573.311,     0.903033,     1.206804
  2573.361,     0.864090,     1.108808
  2573.411,     0.818939,     1.188030
  2573.461,     0.797219,     1.070075
  2573.511,     0.761581,     1.088910
  2573.561,     0.750592,     0.990737
  2573.611,     0.740588,     0.911059
  2573.661,     0.728728,     0.916204
  2573.711,     0.697804,     0.899773
  2573.761,     0.686569,     0.752739
  2573.811,     0.678186,     1.030323
  2573.861,     0.655160,     0.967546
  2573.911,     0.642814,     0.879059
  2573.961,     0.621039,     0.770458
  2574.011,     0.596292,     0.632363
  2574.061,     0.574386,     0.953520
  2574.111,     0.548255,     0.739407
  2574.161,     0.515629,     0.605449
  2574.211,     0.473583,     0.781911
  2574.261,     0.426231,     0.556227
  2574.311,     0.390492,     0.471326
  2574.361,     0.374646,     0.620207
  2574.411,     0.392117,     0.621031
  2574.461,     0.430830,     0.469178
  2574.511,     0.501733,     0.449363
  2574.561,     0.590006,     0.598195
  2574.611,     0.706059,     0.621046
  2574.661,     0.826953,     0.576008
  2574.711,     0.962823,     0.851733
  2574.761,     1.075599,     0.995787
  2574.811,     1.195589,     1.240257
  2574.861,     1.261372,     1.323385
  2574.911,     1.316579,     1.299190
  2574.961,     1.315810,     1.313061
  2575.011,     1.285889,     1.378061
  2575.061,     1.237273,     1.404230
  2575.111,     1.148593,     1.331415
  2575.161,     1.044967,     1.275791
  2575.211,     0.953000,     0.987692
  2575.261,     0.853767,     0.925218
  2575.311,     0.772788,     0.789804
  2575.361,     0.720305,     0.897891
  2575.411,     0.658206,     0.836034
  2575.461,     0.639979,     0.853571
  2575.511,     0.628674,     0.770629
  2575.561,     0.635758,     0.645488
  2575.611,     0.667337,     0.571395
  2575.661,     0.686635,     0.566969
  2575.711,     0.729488,     0.706372
  2575.761,     0.778987,     0.746212
  2575.811,     0.845195,     0.847143
  2575.861,     0.950293,     0.870792
  2575.911,     1.048658,     1.112870
  2575.961,     1.171233,     1.046687
  2576.011,     1.286419,     1.176442
  2576.061,     1.409830,     1.228545
  2576.111,     1.544994,     1.451248
  2576.161,     1.672404,     1.575386
  2576.211,     1.775855,     1.860829
  2576.261,     1.875196,     1.913326
  2576.311,     1.939628,     1.899516
  2576.361,     1.978299,     1.914474
  2576.411,     1.962682,     1.983111
  2576.461,     1.896077,     2.060599
  2576.511,     1.752844,     1.925403
  2576.561,     1.519728,     1.804132
  2576.611,     1.228602,     1.396486
  2576.661,     0.859638,     1.277121
  2576.711,     0.469848,     0.862523
  2576.761,     0.106134,     0.422808
  2576.811,    -0.227720,     0.162483
  2576.861,    -0.439764,    -0.061105
  2576.911,    -0.554089,    -0.280771
  2576.961,    -0.538480,    -0.379419
  2577.011,    -0.437012,    -0.521622
  2577.061,    -0.244927,    -0.345477
  2577.111,    -0.018387,    -0.075596
  2577.161,     0.199511,     0.177142
  2577.211,     0.388231,     0.287327
  2577.261,     0.548369,     0.620115
  2577.311,     0.631603,     0.629229
  2577.361,     0.665112,     0.822635
  2577.411,     0.663564,     0.752257
  2577.461,     0.628427,     0.827432
  2577.511,     0.589992,     0.689706
  2577.561,     0.560180,     0.745566
  2577.611,     0.557628,     0.707437
  2577.661,     0.542431,     0.753618
  2577.711,     0.543194,     0.617703
  2577.761,     0.560774,     0.734772
  2577.811,     0.566576,     0.663790
  2577.861,     0.579146,     0.760165
  2577.911,     0.585111,     0.741307
  2577.961,     0.560943,     0.768063
  2578.011,     0.534356,     0.637294
  2578.061,     0.484333,     0.689037
  2578.111,     0.436023,     0.456137
  2578.161,     0.372618,     0.492828
  2578.211,     0.325404,     0.478403
  2578.261,     0.259412,     0.414685
  2578.311,     0.202881,     0.476309
  2578.361,     0.163624,     0.391396
  2578.411,     0.106418,     0.482356
  2578.461,     0.037897,     0.239131
  2578.511,    -0.009880,     0.351744
  2578.561,    -0.086380,     0.177587
  2578.611,    -0.192344,     0.169721
  2578.661,    -0.289757,     0.144213
  2578.711,    -0.397017,    -0.161728
  2578.761,    -0.500522,    -0.314764
  2578.811,    -0.587073,    -0.395695
  2578.861,    -0.643425,    -0.502312
  2578.911,    -0.657941,    -0.342730
  2578.961,    -0.650334,    -0.321863
  2579.011,    -0.582051,    -0.398999
  2579.061,    -0.482289,    -0.372274
  2579.111,    -0.343543,    -0.293984
  2579.161,    -0.191236,    -0.094983
  2579.211,    -0.024417,    -0.073767
  2579.261,     0.166644,     0.136348
  2579.311,     0.314046,     0.386125
  2579.361,     0.459521,     0.402200
  2579.411,     0.585617,     0.618666
  2579.461,     0.670321,     0.645129
  2579.511,     0.726040,     0.739187
  2579.561,     0.731179,     0.884981
  2579.611,     0.734667,     0.836241
  2579.661,     0.701173,     0.876270
  2579.711,     0.647483,     0.859284
  2579.761,     0.587584,     0.804241
  2579.811,     0.511508,     0.754781
  2579.861,     0.452780,     0.586272
  2579.911,     0.380272,     0.517446
  2579.961,     0.295836,     0.480092
  2580.011,     0.238737,     0.373136
  2580.061,     0.195304,     0.199570
  2580.111,     0.183527,     0.122214
  2580.161,     0.212242,     0.200472
  2580.211,     0.275203,     0.235124
  2580.261,     0.389588,     0.463694
  2580.311,     0.505828,     0.493974
  2580.361,     0.692651,     0.749018
  2580.411,     0.872155,     0.903598
  2580.461,     1.077773,     0.994876
  2580.511,     1.304342,     1.186271
  2580.561,     1.493322,     1.469271
  2580.611,     1.685072,     1.691479
  2580.661,     1.832434,     1.845071
  2580.711,     1.940311,     1.973666
  2580.761,     2.004178,     1.917645
  2580.811,     2.048421,     2.033147
  2580.861,     2.069126,     2.166069
  2580.911,     2.087995,     2.083488
  2580.961,     2.086825,     2.113351
  2581.011,     2.067209,     2.219896
  2581.061,     2.059191,     2.236962
  2581.111,     2.053712,     2.206619
  2581.161,     2.032574,     2.153185
  2581.211,     2.029419,     2.033802
  2581.261,     2.006548,     2.053621
  2581.311,     1.972364,     2.055745
  2581.361,     1.934846,     1.948605
  2581.411,     1.874347,     2.017817
  2581.461,     1.823930,     2.009064
  2581.511,     1.785070,     1.923488
  2581.561,     1.706220,     1.885846
  2581.611,     1.641122,     1.595490
  2581.661,     1.586389,     1.805797
  2581.711,     1.522817,     1.683113
  2581.761,     1.473320,     1.512094
  2581.811,     1.428588,     1.575295
  2581.861,     1.395968,     1.413691
  2581.911,     1.339657,     1.546287
  2581.961,     1.273111,     1.582203
  2582.011,     1.217928,     1.223962
  2582.061,     1.158827,     1.312448
  2582.111,     1.085293,     1.320254
  2582.161,     1.012967,     1.083520
  2582.211,     0.932377,     1.049653
  2582.261,     0.844739,     1.008424
  2582.311,     0.777826,     1.037836
  2582.361,     0.709427,     1.071526
  2582.411,     0.617738,     0.755187
  2582.461,     0.544911,     0.709987
  2582.511,     0.471105,     0.655481
  2582.561,     0.397058,     0.693552
  2582.611,     0.311585,     0.550702
  2582.661,     0.258772,     0.574374
  2582.711,     0.185502,     0.577413
  2582.761,     0.093625,     0.432955
  2582.811,    -0.001726,     0.302972
  2582.861,    -0.099170,     0.282400
  2582.911,    -0.220572,     0.072852
  2582.961,    -0.354970,    -0.042752
  2583.011,    -0.495588,    -0.406457
  2583.061,    -0.645687,    -0.324438
  2583.111,    -0.825399,    -0.603410
  2583.161,    -1.007193,    -0.840151
  2583.211,    -1.226329,    -0.863002
  2583.261,    -1.395907,    -1.070801
  2583.311,    -1.593716,    -1.251686
  2583.361,    -1.753916,    -1.556164
  2583.411,    -1.883923,    -1.646549
  2583.461,    -1.958426,    -1.837495
  2583.511,    -1.981702,    -1.896488
  2583.561,    -1.932626,    -1.994298
  2583.611,    -1.804701,    -1.961315
  2583.661,    -1.560662,    -1.765310
  2583.711,    -1.251539,    -1.619266
  2583.761,    -0.854054,    -1.412274
  2583.811,    -0.412782,    -0.910032
  2583.861,     0.071054,    -0.539719
  2583.911,     0.515638,     0.016166
  2583.961,     0.916430,     0.435441
  2584.011,     1.246898,     0.786685
  2584.061,     1.455339,     1.210918
  2584.111,     1.562744,     1.445859
  2584.161,     1.550230,     1.492742
  2584.211,     1.466933,     1.575047
  2584.261,     1.298287,     1.418480
  2584.311,     1.088954,     1.190353
  2584.361,     0.887022,     1.233425
  2584.411,     0.709670,     1.044485
  2584.461,     0.548601,     0.725863
  2584.511,     0.426989,     0.573599
  2584.561,     0.323400,     0.349671
  2584.611,     0.262020,     0.518796
  2584.661,     0.200272,     0.232519
  2584.711,     0.160716,     0.369438
  2584.761,     0.121244,     0.124628
  2584.811,     0.078448,     0.214913
  2584.861,     0.035466,     0.132845
  2584.911,     0.024489,     0.180454
  2584.961,     0.000208,     0.032536
  2585.011,    -0.033718,    -0.041842
  2585.061,    -0.022264,    -0.146064
  2585.111,    -0.044906,    -0.237452
  2585.161,    -0.033660,    -0.071580
  2585.211,    -0.018623,    -0.100055
  2585.261,     0.017572,    -0.039516
  2585.311,     0.062873,    -0.156890
  2585.361,     0.127868,    -0.074751
  2585.411,     0.181646,    -0.070095
  2585.461,     0.258243,    -0.027510
  2585.511,     0.313917,     0.230022
  2585.561,     0.375351,     0.152732
  2585.611,     0.409380,     0.048002
  2585.661,     0.431303,     0.196921
  2585.711,     0.412884,     0.312669
  2585.761,     0.391567,     0.211988
  2585.811,     0.337045,     0.307435
  2585.861,     0.287060,     0.431208
  2585.911,     0.212524,     0.374045
  2585.961,     0.135392,     0.266903
  2586.011,     0.088524,     0.273259
  2586.061,     0.047674,     0.126022
  2586.111,     0.018433,     0.157983
  2586.161,     0.005087,    -0.020314
  2586.211,     0.007791,     0.099769
  2586.261,     0.018100,     0.094317
  2586.311,     0.043987,    -0.074927
  2586.361,     0.076994,     0.161349
  2586.411,     0.104780,     0.087484
  2586.461,     0.129833,     0.105271
  2586.511,     0.168342,     0.149295
  2586.561,     0.194953,     0.336744
  2586.611,     0.211099,     0.288978
  2586.661,     0.235449,     0.292410
  2586.711,     0.259071,     0.207234
  2586.761,     0.289681,     0.242038
  2586.811,     0.313563,     0.317491
  2586.861,     0.370122,     0.443298
  2586.911,     0.401080,     0.349479
  2586.961,     0.448154,     0.509335
  2587.011,     0.489217,     0.717133
  2587.061,     0.529066,     0.697729
  2587.111,     0.553279,     0.716207
  2587.161,     0.556771,     0.960315
  2587.211,     0.554702,     0.720085
  2587.261,     0.520628,     0.706040
  2587.311,     0.497030,     0.669013
  2587.361,     0.453028,     0.446297
  2587.411,     0.428625,     0.473988
  2587.461,     0.386709,     0.450117
  2587.511,     0.345241,     0.397781
  2587.561,     0.318439,     0.525786
  2587.611,     0.287932,     0.294765
  2587.661,     0.259646,     0.423132
  2587.711,     0.232594,     0.214339
  2587.761,     0.201822,     0.366940
  2587.811,     0.179999,     0.246897
  2587.861,     0.149859,     0.388553
  2587.911,     0.116973,     0.300766
  2587.961,     0.093182,     0.202631
  2588.011,     0.053039,     0.304035
  2588.061,     0.032406,     0.317113
  2588.111,    -0.001305,     0.348138
  2588.161,    -0.002181,     0.287470
  2588.211,    -0.031243,     0.185053
  2588.261,    -0.046860,     0.275030
  2588.311,    -0.053035,     0.221902
  2588.361,    -0.050511,     0.115112
  2588.411,    -0.047713,     0.104399
  2588.462,    -0.043409,     0.039645
  2588.512,    -0.020484,     0.180432
  2588.562,     0.021850,     0.096068
  2588.612,     0.067666,     0.117953
  2588.662,     0.121710,     0.184147
  2588.712,     0.178535,     0.247955
  2588.762,     0.216158,     0.368682
  2588.812,     0.240576,     0.334705
  2588.862,     0.238382,     0.338345
  2588.912,     0.238632,     0.351028
  2588.962,     0.220924,     0.500563
  2589.012,     0.212642,     0.367384
  2589.062,     0.185896,     0.257820
  2589.112,     0.168393,     0.325097
  2589.162,     0.149366,     0.325876
  2589.212,     0.151733,     0.305046
  2589.262,     0.161385,     0.376448
  2589.312,     0.191720,     0.442712
  2589.362,     0.208453,     0.365542
  2589.412,     0.251316,     0.331262
  2589.462,     0.307320,     0.470133
  2589.512,     0.355718,     0.281142
  2589.562,     0.403751,     0.588653
  2589.612,     0.448955,     0.590284
  2589.662,     0.485078,     0.543171
  2589.712,     0.513893,     0.563102
  2589.762,     0.537306,     0.555570
  2589.812,     0.533789,     0.627046
  2589.862,     0.534979,     0.599641
  2589.912,     0.508987,     0.629051
  2589.962,     0.501689,     0.519599
  2590.012,     0.475408,     0.525105
  2590.062,     0.466213,     0.524681
  2590.112,     0.421179,     0.688059
  2590.162,     0.395655,     0.552877
  2590.212,     0.333767,     0.574415
  2590.262,     0.265910,     0.502200
  2590.312,     0.209195,     0.328072
  2590.362,     0.134964,     0.472583
  2590.412,     0.061722,     0.203578
  2590.462,    -0.011092,    -0.009147
  2590.512,    -0.096149,     0.069837
  2590.562,    -0.161012,     0.066307
  2590.612,    -0.237082,    -0.085509
  2590.662,    -0.296034,    -0.075984
  2590.712,    -0.327305,    -0.103163
  2590.762,    -0.354534,    -0.208179
  2590.812,    -0.354218,    -0.187128
  2590.862,    -0.324207,    -0.224093
  2590.912,    -0.272422,    -0.202280
  2590.962,    -0.204693,    -0.032335
  2591.012,    -0.121259,    -0.019385
  2591.062,    -0.028200,     0.023365
  2591.112,     0.082280,    -0.094581
  2591.162,     0.173587,     0.081957
  2591.212,     0.264072,     0.221984
  2591.262,     0.330837,     0.400179
  2591.312,     0.394440,     0.423827
  2591.362,     0.439101,     0.516887
  2591.412,     0.459755,     0.577416
  2591.462,     0.464622,     0.552056
  2591.512,     0.452395,     0.449133
  2591.562,     0.431062,     0.488685
  2591.612,     0.420604,     0.487402
  2591.662,     0.407641,     0.411384
  2591.712,     0.406736,     0.442686
  2591.762,     0.426530,     0.403684
  2591.812,     0.460089,     0.389999
  2591.862,     0.508907,     0.464715
  2591.912,     0.559793,     0.382369
  2591.962,     0.613758,     0.484295
  2592.012,     0.668661,     0.581484
  2592.062,     0.709143,     0.599575
  2592.112,     0.751428,     0.679755
  2592.162,     0.785007,     0.686489
  2592.212,     0.794116,     0.782150
  2592.262,     0.762160,     0.986334
  2592.312,     0.731929,     0.788532
  2592.362,     0.675954,     0.946142
  2592.412,     0.597366,     0.739299
  2592.462,     0.530498,     0.609783
  2592.512,     0.453178,     0.621635
  2592.562,     0.374057,     0.480687
  2592.612,     0.313041,     0.442186
  2592.662,     0.236312,     0.328291
  2592.712,     0.199246,     0.303081
  2592.762,     0.157654,     0.327581
  2592.812,     0.137462,     0.061575
  2592.862,     0.127538,     0.065172
  2592.912,     0.125492,     0.185926
  2592.962,     0.129050,     0.287029
  2593.012,     0.151702,     0.309955
  2593.062,     0.171630,     0.249657
  2593.112,     0.189374,     0.118410
  2593.162,     0.226009,     0.223981
  2593.212,     0.236790,     0.234810
  2593.262,     0.276399,     0.395267
  2593.312,     0.329620,     0.398386
  2593.362,     0.373244,     0.528322
  2593.412,     0.407296,     0.516919
  2593.462,     0.454697,     0.581301
  2593.512,     0.496757,     0.645436
  2593.562,     0.537825,     0.457543
  2593.612,     0.592102,     0.666362
  2593.662,     0.652920,     0.636292
  2593.712,     0.700343,     0.732482
  2593.762,     0.752491,     0.611607
  2593.812,     0.787453,     0.711794
  2593.862,     0.823060,     0.734156
  2593.912,     0.831933,     0.651182
  2593.962,     0.863391,     0.830815
  2594.012,     0.879104,     0.884680
  2594.062,     0.911510,     0.990809
  2594.112,     0.920386,     1.017684
  2594.162,     0.947522,     0.948610
  2594.212,     0.998518,     0.991719
  2594.262,     1.039322,     1.126214
  2594.312,     1.097450,     1.098274
  2594.362,     1.161473,     1.213450
  2594.412,     1.201648,     1.333578
  2594.462,     1.249566,     1.399999
  2594.512,     1.296715,     1.420543
  2594.562,     1.309425,     1.282175
  2594.612,     1.329790,     1.553878
  2594.662,     1.323523,     1.628068
  2594.712,     1.296162,     1.482842
  2594.762,     1.254069,     1.482447
  2594.812,     1.205310,     1.434591
  2594.862,     1.139405,     1.274829
  2594.912,     1.062807,     1.191621
  2594.962,     0.975408,     1.236207
  2595.012,     0.855248,     1.001237
  2595.062,     0.724154,     1.120186
  2595.112,     0.551494,     0.983408
  2595.162,     0.351317,     0.899904
  2595.212,     0.093541,     0.609000
  2595.262,    -0.207000,     0.409778
  2595.312,    -0.587098,    -0.052014
  2595.362,    -1.006767,    -0.340982
  2595.412,    -1.456826,    -0.704668
  2595.462,    -1.872764,    -1.089468
  2595.512,    -2.234963,    -1.579551
  2595.562,    -2.479245,    -1.854371
  2595.612,    -2.565302,    -2.123569
  2595.662,    -2.509142,    -2.262835
  2595.712,    -2.298380,    -2.166974
  2595.762,    -2.008211,    -1.891727
  2595.812,    -1.640127,    -1.714569
  2595.862,    -1.254237,    -1.526722
  2595.912,    -0.896822,    -1.093232
  2595.962,    -0.594880,    -0.848661
  2596.012,    -0.345342,    -0.477788
  2596.062,    -0.180780,    -0.189823
  2596.112,    -0.075163,     0.028286
  2596.162,    -0.016095,     0.137797
  2596.212,    -0.011556,     0.327172
  2596.262,    -0.002974,     0.176399
  2596.312,    -0.014473,     0.129787
  2596.362,    -0.045019,     0.130821
  2596.412,    -0.045567,     0.117232
  2596.462,    -0.044021,     0.134418
  2596.512,    -0.062352,     0.123795
  2596.562,    -0.054238,     0.058843
  2596.612,    -0.052837,     0.109054
  2596.662,    -0.030608,     0.131632
  2596.712,    -0.038350,     0.153338
  2596.762,    -0.046743,     0.303356
  2596.812,    -0.047402,     0.239705
  2596.862,    -0.094677,     0.146902
  2596.912,    -0.095646,     0.078658
  2596.962,    -0.117964,     0.044503
  2597.012,    -0.151145,     0.159077
  2597.062,    -0.178348,     0.152479
  2597.112,    -0.205710,     0.014611
  2597.162,    -0.202410,     0.039207
  2597.212,    -0.205586,     0.021205
  2597.262,    -0.206915,    -0.053987
  2597.312,    -0.195942,    -0.062728
  2597.362,    -0.204723,    -0.099899
  2597.412,    -0.206342,     0.141268
  2597.462,    -0.213258,     0.072648
  2597.512,    -0.245790,     0.057157
  2597.562,    -0.243510,     0.022694
  2597.612,    -0.251857,    -0.185951
  2597.662,    -0.265614,    -0.248448
  2597.712,    -0.269121,    -0.138298
  2597.762,    -0.266549,    -0.198143
  2597.812,    -0.279462,    -0.078224
  2597.862,    -0.278711,    -0.212014
  2597.912,    -0.275334,    -0.144572
  2597.962,    -0.251138,    -0.225056
  2598.012,    -0.251815,    -0.353238
  2598.062,    -0.230004,    -0.126563
  2598.112,    -0.198109,    -0.055042
  2598.162,    -0.182417,     0.028509
  2598.212,    -0.147997,    -0.041417
  2598.262,    -0.124034,    -0.065425
  2598.312,    -0.077064,     0.066348
  2598.362,    -0.038766,     0.115600
  2598.412,     0.000326,     0.235866
  2598.462,     0.013402,     0.035885
  2598.512,     0.017716,     0.257986
  2598.562,     0.029786,     0.381108
  2598.612,     0.012586,     0.297702
  2598.662,     0.002026,     0.265811
  2598.712,    -0.041802,     0.112620
  2598.762,    -0.074627,     0.116718
  2598.812,    -0.106449,     0.136879
  2598.862,    -0.136864,     0.170494
  2598.912,    -0.146884,     0.217982
  2598.962,    -0.167167,     0.157921
  2599.012,    -0.167759,     0.282096
  2599.062,    -0.181268,     0.303846
  2599.112,    -0.184590,     0.233753
  2599.162,    -0.188362,     0.003929
  2599.212,    -0.194526,     0.114063
  2599.262,    -0.209054,     0.115862
  2599.312,    -0.219595,     0.059082
  2599.362,    -0.217015,     0.109971
  2599.412,    -0.233781,     0.136075
  2599.462,    -0.249858,     0.087406
  2599.512,    -0.257660,    -0.009760
  2599.562,    -0.263135,     0.017569
  2599.612,    -0.269359,     0.064336
  2599.662,    -0.279784,     0.015176
  2599.712,    -0.293327,     0.093197
  2599.762,    -0.311505,     0.187037
  2599.812,    -0.315002,     0.141948
  2599.862,    -0.327794,     0.048215
  2599.912,    -0.338899,    -0.056235
  2599.962,    -0.373463,    -0.012129
  2600.012,    -0.396757,    -0.076414
